No. Doc,Código,Detalle,Costo,Venta,Utilidad
30527,1583,plomada metalica con centro 340 g 12 onz pretul,19.006,23.000,3.994
19891,1584,broca barracuda 1/8 incolma,2.228,2.800,572
21219,1584,broca barracuda 1/8 incolma,2.228,2.800,572
20556,1585,brocha corneta pelo negro 1/2,972,1.500,528
19318,1585,brocha corneta pelo negro 1/2,972,1.500,528
20271,1585,brocha corneta pelo negro 1/2,972,1.500,528
20376,1585,brocha corneta pelo negro 1/2,972,1.500,528
30610,1585,brocha corneta pelo negro 1/2,1.070,1.500,430
30380,1585,brocha corneta pelo negro 1/2,1.070,1.500,430
28420,1585,brocha corneta pelo negro 1/2,1.070,1.500,430
24960,1585,brocha corneta pelo negro 1/2,1.070,1.500,430
26556,1585,brocha corneta pelo negro 1/2,1.070,1.500,430
22316,1585,brocha corneta pelo negro 1/2,972,1.500,528
22628,1585,brocha corneta pelo negro 1/2,972,1.500,528
24694,1585,brocha corneta pelo negro 1/2,1.070,1.500,430
23986,1585,brocha corneta pelo negro 1/2,972,1.500,528
24328,1586,brocha corneta pelo negro 1 pulg,1.434,2.000,566
24060,1586,brocha corneta pelo negro 1 pulg,1.303,2.000,697
23778,1586,brocha corneta pelo negro 1 pulg,1.303,2.000,697
28560,1586,brocha corneta pelo negro 1 pulg,1.434,2.000,566
28558,1586,brocha corneta pelo negro 1 pulg,1.434,2.000,566
30610,1586,brocha corneta pelo negro 1 pulg,1.434,2.000,566
31000,1586,brocha corneta pelo negro 1 pulg,1.434,2.000,566
20036,1586,brocha corneta pelo negro 1 pulg,1.303,2.000,697
20495,1586,brocha corneta pelo negro 1 pulg,1.303,2.000,697
20956,1586,brocha corneta pelo negro 1 pulg,1.303,2.000,697
19985,1586,brocha corneta pelo negro 1 pulg,1.303,2.000,697
19729,1586,brocha corneta pelo negro 1 pulg,1.303,2.000,697
25579,1586,brocha corneta pelo negro 1 pulg,1.434,2.000,566
25639,1586,brocha corneta pelo negro 1 pulg,1.434,2.000,566
25573,1586,brocha corneta pelo negro 1 pulg,1.434,2.000,566
19524,1587,alicate corneta electricista 8 pulg,13.260,16.000,2.740
19790,1588,chapa inafer c-999 derecha,67.219,77.000,9.781
21237,1588,chapa inafer c-999 derecha,67.219,76.000,8.781
23313,1590,flexometro focci 7.5mt,9.269,12.000,2.731
24455,1590,flexometro focci 7.5mt,9.269,12.000,2.731
21102,1590,flexometro focci 7.5mt,9.269,12.000,2.731
26982,1590,flexometro focci 7.5mt,27.807,33.000,5.193
30639,1591,toma doble levinton incrustar 20amp,10.650,12.500,1.850
30393,1591,toma doble levinton incrustar 20amp,10.650,12.500,1.850
28487,1591,toma doble levinton incrustar 20amp,7.900,9.500,1.600
28557,1591,toma doble levinton incrustar 20amp,7.900,9.500,1.600
28667,1591,toma doble levinton incrustar 20amp,10.650,9.500,-1.150
28764,1591,toma doble levinton incrustar 20amp,10.650,12.500,1.850
28989,1591,toma doble levinton incrustar 20amp,10.650,12.500,1.850
25113,1591,toma doble levinton incrustar 20amp,7.900,9.500,1.600
24380,1591,toma doble levinton incrustar 20amp,7.900,9.500,1.600
22057,1591,toma doble levinton incrustar 20amp,15.800,19.000,3.200
23360,1591,toma doble levinton incrustar 20amp,7.900,9.500,1.600
22502,1591,toma doble levinton incrustar 20amp,7.900,9.500,1.600
22966,1591,toma doble levinton incrustar 20amp,7.900,9.500,1.600
21521,1591,toma doble levinton incrustar 20amp,7.800,9.500,1.700
19881,1591,toma doble levinton incrustar 20amp,15.600,19.000,3.400
22683,1592,clavija plana polarizada beige,895,1.300,405
22473,1592,clavija plana polarizada beige,1.790,2.600,810
21974,1592,clavija plana polarizada beige,895,1.300,405
22084,1592,clavija plana polarizada beige,895,1.300,405
28076,1592,clavija plana polarizada beige negra ave,963,1.400,437
28302,1592,clavija plana polarizada beige negra ave,963,1.300,337
24976,1592,clavija plana polarizada beige negra ave,963,1.400,437
27074,1592,clavija plana polarizada beige negra ave,963,1.400,437
25751,1592,clavija plana polarizada beige negra ave,963,1.400,437
19504,1593,registro ducha gricol cristal,21.336,25.000,3.664
19675,1593,registro ducha gricol cristal,21.336,25.000,3.664
26449,1594,grata taladro,4.596,5.800,1.204
29244,1594,grata taladro,4.596,5.800,1.204
26952,1596,grata plana taladro 4pulg,14.069,17.400,3.331
23623,1598,llave mixta #17,4.400,5.500,1.100
26705,1598,llave mixta #17,8.800,11.000,2.200
26829,1598,llave mixta #17,4.400,5.500,1.100
25160,1598,llave mixta #17,4.400,5.500,1.100
27537,1598,llave mixta #17,4.400,5.500,1.100
25378,1598,llave mixta #17,4.400,5.500,1.100
30488,1598,llave mixta #17,4.400,5.500,1.100
29255,1599,gramera digital kitchen 10k,19.000,23.000,4.000
28699,1599,gramera digital kitchen 10k,19.000,23.000,4.000
24965,1599,gramera digital kitchen 10k,18.857,22.000,3.143
20926,1599,gramera digital kitchen 10k,18.857,23.000,4.143
21209,1600,brida hadware 3-4 pulg,23.624,28.000,4.376
20656,1600,brida hadware 3-4 pulg,23.624,28.000,4.376
20725,1600,brida hadware 3-4 pulg,23.624,28.000,4.376
22679,1600,brida hadware 3-4 pulg,23.624,28.000,4.376
24155,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
23915,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
24752,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
20476,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
28191,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
29558,1601,disco diamante muro turbo p&tools,9.282,12.000,2.718
29430,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
29926,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
25276,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
25610,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
25684,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
26101,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
26477,1601,disco diamante muro turbo p&tools,4.641,6.000,1.359
26858,1602,cable duplex 2x16 *100m pinpinov,50.506,65.000,14.494
22650,1602,cable duplex 2x16 *100m pinpinov,7.576,15.000,7.424
24537,1602,cable duplex 2x16 *100m pinpinov,50.506,65.000,14.494
22473,1602,cable duplex 2x16 *100m pinpinov,1.010,2.000,990
23136,1602,cable duplex 2x16 *100m pinpinov,25.253,50.000,24.747
29953,1602,cable duplex 2x16 *100m pinpinov,1.010,2.000,990
29655,1602,cable duplex 2x16 *100m pinpinov,6.061,12.000,5.939
28876,1602,cable duplex 2x16 *100m pinpinov,7.576,15.000,7.424
21314,1602,cable duplex 2x16 *100m pinpinov,11.616,23.000,11.384
20953,1602,cable duplex 2x16 *100m pinpinov,4.040,8.000,3.960
21610,1602,cable duplex 2x16 *100m pinpinov,50.506,75.000,24.494
26956,1603,kit accesorios *6 mecca corona,110.865,130.000,19.135
21491,1603,kit accesorios *6 mecca corona,108.298,135.000,26.702
22537,1603,kit accesorios *6 mecca corona,108.298,133.000,24.702
24460,1603,kit accesorios *6 mecca corona,221.730,260.000,38.270
28461,1603,kit accesorios *6 mecca corona,110.865,80.000,-30.865
28461,1603,kit accesorios *6 mecca corona,221.730,260.000,38.270
29113,1604,cinta enmascarar max 1/2*20m,5.783,12.000,6.217
29537,1604,cinta enmascarar max 1/2*20m,964,2.000,1.036
24596,1604,cinta enmascarar max 1/2*20m,964,2.000,1.036
22964,1604,cinta enmascarar max 1/2*20m,964,2.000,1.036
25393,1604,cinta enmascarar max 1/2*20m,964,2.000,1.036
20556,1604,cinta enmascarar max 1/2*20m,964,2.000,1.036
29641,1606,acronal proquimitec 1/4,9.000,11.000,2.000
28427,1606,acronal proquimitec 1/4,4.300,5.500,1.200
30165,1606,acronal proquimitec 1/4,4.500,5.500,1.000
28184,1606,acronal proquimitec 1/4,8.600,11.000,2.400
25945,1606,acronal proquimitec 1/4,4.300,5.500,1.200
25832,1606,acronal proquimitec 1/4,8.600,11.000,2.400
24277,1606,acronal proquimitec 1/4,4.300,5.500,1.200
22073,1606,acronal proquimitec 1/4,4.300,5.500,1.200
24168,1607,grifo bronce grinaca 275 gr,14.400,16.000,1.600
27979,1607,grifo bronce ref 999,14.400,17.500,3.100
29643,1607,grifo bronce ref 999,14.400,17.500,3.100
26725,1607,grifo bronce ref 999,14.400,17.500,3.100
25842,1608, linea premiun toma doble incrustar osblack metal,30.000,36.500,6.500
26061,1608,linea premium toma doble incrustar osblack metal,6.000,7.300,1.300
25035,1608, linea premiun toma doble incrustar osblack metal,12.000,14.600,2.600
26281,1608,linea premium toma doble incrustar osblack metal,6.000,7.300,1.300
25361,1608, linea premiun toma doble incrustar osblack metal,24.000,29.200,5.200
27664,1608,linea premium toma doble incrustar osblack metal,6.000,7.300,1.300
24460,1608, linea premiun toma doble incrustar osblack metal,72.000,87.600,15.600
21661,1608,toma doble incrustar osblack metal,6.000,7.000,1.000
29778,1608,linea premium toma doble incrustar osblack metal,6.000,7.300,1.300
28967,1608,linea premium toma doble incrustar osblack metal,6.000,7.300,1.300
28991,1608,linea premium toma doble incrustar osblack metal,6.000,7.300,1.300
29121,1608,linea premium toma doble incrustar osblack metal,12.000,14.600,2.600
20463,1610,llave de tubo gris azul ht #24,37.000,42.000,5.000
22917,1611,llave mixta universal # 19,5.500,6.800,1.300
25190,1611,llave mixta universal # 19,5.500,6.800,1.300
25378,1611,llave mixta universal # 19,5.500,6.800,1.300
25750,1612,semicodo 3 pulg eco,3.300,4.200,900
26431,1612,semicodo 3 pulg eco,3.300,4.200,900
26547,1612,semicodo 3 pulg eco,3.300,4.200,900
24611,1612,semicodo 3 pulg eco,3.300,4.200,900
23782,1612,semicodo 3 pulg eco,3.300,4.200,900
24105,1612,semicodo 3 pulg eco,3.300,4.200,900
24236,1612,semicodo 3 pulg eco,3.300,4.200,900
20364,1612,semicodo 3 pulg eco,3.300,4.200,900
21167,1612,semicodo 3 pulg eco,3.300,4.200,900
30826,1612,semicodo 3 pulg eco,3.300,4.200,900
30907,1612,semicodo 3 pulg eco,3.300,4.200,900
30350,1612,semicodo 3 pulg eco,13.200,16.800,3.600
28419,1612,semicodo 3 pulg eco,3.300,4.500,1.200
28802,1613,niple galvanizado 1 1/2 pulg-4cm,850,1.500,650
29057,1613,niple galvanizado 1 1/2 pulg-4cm,850,1.500,650
22993,1613,niple galvanizado 1 1/2 pulg-4cm,700,1.500,800
23861,1613,niple galvanizado 1 1/2 pulg-4cm,700,1.500,800
23795,1613,niple galvanizado 1 1/2 pulg-4cm,700,1.500,800
22472,1613,niple galvanizado 1 1/2 pulg-4cm,700,1.500,800
23259,1613,niple galvanizado 1 1/2 pulg-4cm,1.400,3.000,1.600
26388,1613,niple galvanizado 1 1/2 pulg-4cm,1.400,3.000,1.600
26107,1613,niple galvanizado 1 1/2 pulg-4cm,700,1.500,800
25271,1613,niple galvanizado 1 1/2 pulg-4cm,700,1.500,800
25290,1613,niple galvanizado 1 1/2 pulg-4cm,700,1.500,800
27305,1613,niple galvanizado 1 1/2 pulg-4cm,850,1.500,650
19534,1613,niple galvanizado 1 1/2 pulg-4cm,2.100,4.500,2.400
20436,1613,niple galvanizado 1 1/2 pulg-4cm,700,1.500,800
22592,1615,aguastop cooflex,7.305,9.000,1.695
26771,1615,aguastop cooflex,7.305,9.000,1.695
26528,1615,aguastop cooflex,7.305,9.000,1.695
22911,1616,malla gallinero metalica 1.80*36 mtrs agrotec,140.844,152.000,11.156
29765,1617,portacandado induma 3 pulg,2.667,3.500,834
25665,1617,portacandado induma 3 pulg,2.667,3.500,834
26433,1618,portacandado induma 3 1/2 pulg,3.083,4.000,917
26245,1618,portacandado induma 3 1/2 pulg,6.166,8.000,1.834
26745,1618,portacandado induma 3 1/2 pulg,3.083,4.000,917
28162,1618,portacandado induma 3 1/2 pulg,3.083,4.000,917
30653,1618,portacandado induma 3 1/2 pulg,3.083,4.000,917
21402,1618,portacandado induma 3 1/2 pulg,6.166,8.000,1.834
19963,1618,portacandado induma 3 1/2 pulg,3.083,4.000,917
24399,1619,sifon flexible bocherine,9.120,12.000,2.880
21752,1619,sifon flexible bocherine,9.120,12.000,2.880
28296,1619,sifon flexible bocherine,9.120,12.000,2.880
27685,1619,sifon flexible bocherine,9.120,12.000,2.880
26133,1619,sifon flexible bocherine,9.120,12.000,2.880
23287,1620,llave bocherine cromada de 1/2 ywo38,11.418,16.000,4.582
27313,1621,llave de chorro en zinc crom bocherine,11.780,16.000,4.220
27411,1621,llave de chorro en zinc crom bocherine,11.780,15.000,3.220
30660,1621,llave de chorro en zinc crom bocherine,11.780,15.000,3.220
29412,1621,llave de chorro en zinc crom bocherine,11.780,16.000,4.220
30575,1621,llave de chorro en zinc crom bocherine,11.780,16.000,4.220
29787,1622,ducha bocherine con selector,67.001,70.000,2.999
23281,1622,ducha bocherine con selector,67.001,69.000,1.999
23739,1622,ducha bocherine con selector,67.001,74.000,6.999
21382,1622,ducha bocherine con selector,52.360,65.000,12.640
20587,1622,ducha bocherine con selector,52.360,59.000,6.640
20223,1622,ducha bocherine con selector,52.360,59.000,6.640
20191,1622,ducha bocherine con selector,52.360,59.000,6.640
25159,1622,ducha bocherine con selector,67.001,74.000,6.999
26092,1623,portarrollo en aluminio bocherine,18.000,23.000,5.000
23537,1623,portarrollo en aluminio bocherine,18.000,23.000,5.000
23718,1623,portarrollo en aluminio bocherine,18.000,23.000,5.000
30451,1623,portarrollo en aluminio bocherine,18.000,23.000,5.000
30618,1623,portarrollo en aluminio bocherine,36.000,46.000,10.000
21283,1623,portarrollo en aluminio bocherine,18.000,23.000,5.000
20244,1624,portavaso base aluminio bocherine,17.200,23.000,5.800
24143,1625,jabonera base cuadrada en aluminio bocherine,37.399,46.000,8.601
25981,1625,jabonera base cuadrada en aluminio bocherine,21.500,26.000,4.500
24143,1626,perchero en aluminio bocherine yw326,10.948,17.000,6.052
30451,1626,perchero en aluminio bocherine yw326,24.699,34.000,9.301
29956,1626,perchero en aluminio bocherine yw326,12.350,16.000,3.650
29536,1626,perchero en aluminio bocherine yw326,12.350,17.000,4.650
27039,1626,perchero en aluminio bocherine yw326,10.948,16.000,5.052
26323,1627,llave sencilla meson lavaplatos bocherine,20.123,24.000,3.877
20337,1627,llave sencilla meson lavaplatos bocherine,17.600,23.000,5.400
20085,1627,llave sencilla meson lavaplatos bocherine,17.600,23.000,5.400
20773,1627,llave sencilla meson lavaplatos bocherine,17.600,23.000,5.400
19908,1627,llave sencilla meson lavaplatos bocherine,17.600,23.000,5.400
20292,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
21413,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
21728,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
24998,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
25165,1629,rejilla sifon 3*2 plastica bocherine,2.544,5.400,2.856
26814,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
25788,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
25863,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
25899,1629,rejilla sifon 3*2 plastica bocherine,1.696,3.600,1.904
28697,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
24725,1629,rejilla sifon 3*2 plastica bocherine,848,1.800,952
22102,1629,rejilla sifon 3*2 plastica bocherine,2.544,5.400,2.856
20420,1630,manguera nivel 1/2 rollo 100m,14.035,18.000,3.965
20887,1630,manguera nivel 1/2 rollo 100m,7.017,9.000,1.983
19656,1630,manguera nivel 1/2 rollo 100m,2.339,3.000,661
19657,1630,manguera nivel 1/2 rollo 100m,2.339,3.000,661
21072,1630,manguera nivel 1/2 rollo 100m,4.678,6.000,1.322
24216,1630,manguera nivel 1/2 rollo 100m,4.678,6.000,1.322
23845,1630,manguera nivel 1/2 rollo 100m,4.678,6.000,1.322
22752,1630,manguera nivel 1/2 rollo 100m,7.017,9.000,1.983
24379,1630,manguera nivel 1/2 rollo 100m,7.017,9.000,1.983
23116,1630,manguera nivel 1/2 rollo 100m,7.017,9.000,1.983
26188,1630,manguera nivel 1/2 rollo 100m,4.678,6.000,1.322
27263,1630,manguera nivel 1/2 rollo 100m,2.339,3.000,661
28251,1630,manguera nivel 1/2 rollo 100m,4.678,6.000,1.322
28066,1630,manguera nivel 1/2 rollo 100m,9.356,12.000,2.644
28763,1631,rodillo ovejero 5 pulg,3.100,4.500,1.400
29482,1631,rodillo ovejero 5 pulg,3.100,4.500,1.400
31036,1631,rodillo ovejero 5 pulg,3.100,4.500,1.400
21217,1631,rodillo industrial 5 pulg,3.000,4.000,1.000
19529,1631,rodillo industrial 5 pulg,3.000,4.000,1.000
26058,1631,rodillo ovejero 5 pulg,3.000,4.500,1.500
26717,1631,rodillo ovejero 5 pulg,3.100,4.500,1.400
29525,1633,sifon flexiblegris grival botella,31.762,37.000,5.238
26058,1633,sifon flexiblegris grival botella,31.762,37.000,5.238
23223,1633,sifon flexiblegris grival botella,31.762,37.000,5.238
21791,1633,sifon flexiblegris grival botella,31.762,37.000,5.238
24336,1634,disco corte metal 7 pulg forte,20.249,48.000,27.751
24050,1634,disco corte metal 7 pulg forte,12.656,30.000,17.344
19479,1634,disco corte metal 7 pulg forte,5.062,12.000,6.938
19542,1634,disco corte metal 7 pulg forte,2.531,6.000,3.469
21431,1634,disco corte metal 7 pulg forte,7.593,18.000,10.407
24853,1634,disco corte metal 7 pulg forte,12.656,30.000,17.344
21916,1635,espatula forte 3pulg mango madera,2.939,3.800,861
23109,1635,espatula forte 3pulg mango madera,2.939,3.800,861
20051,1635,espatula forte 3pulg mango madera,5.879,7.600,1.721
24185,1636,espatula forte 5pulg mango madera,4.052,5.000,948
22553,1636,espatula forte 5pulg mango madera,4.052,5.000,948
26310,1636,espatula forte 5pulg mango madera,4.052,5.000,948
20775,1636,espatula forte 5pulg mango madera,4.052,5.000,948
19529,1636,espatula forte 5pulg mango madera,4.052,5.000,948
21759,1637,nylon forte 90 lb verde,5.047,6.000,953
21758,1637,nylon forte 90 lb verde,5.047,6.500,1.453
27508,1637,nylon forte 90 lb verde,5.047,6.500,1.453
29492,1637,nylon forte 90 lb verde,11.013,14.000,2.987
30608,1637,nylon forte 90 lb verde,5.507,7.000,1.493
27921,1637,nylon forte 90 lb verde,5.047,6.500,1.453
30268,1638,nylon forte azul 30-40lb,2.930,4.000,1.070
28616,1638,nylon forte azul 30-40lb,2.930,4.000,1.070
29362,1638,nylon forte azul 30-40lb,2.930,4.000,1.070
29430,1638,nylon forte azul 30-40lb,2.930,4.000,1.070
29231,1638,nylon forte azul 30-40lb,14.652,17.500,2.848
20083,1638,nylon forte azul 30-40lb,2.687,3.800,1.113
20196,1639,punta taladro forte *18ud,750,1.000,250
25919,1639,punta taladro forte *18ud,1.500,2.000,500
21230,1641,registro ducha artesa grival,30.858,36.000,5.142
26676,1642,rodachin plano nylon 1 pul,3.500,5.000,1.500
23046,1642,rodachin plano nylon 1 pul,1.750,2.500,750
23046,1642,rodachin plano nylon 1 pul,3.500,5.000,1.500
24507,1643,lavaplatos acero fermetal con escurridor 100*50 der,52.000,108.000,56.000
28739,1643,lavaplatos acero fermetal con escurridor 100*50 der,102.000,112.000,10.000
30175,1643,lavaplatos acero fermetal con escurridor 100*50 der,102.000,112.000,10.000
25009,1643,lavaplatos acero fermetal con escurridor 100*50 der,52.000,110.000,58.000
20603,1644,candado dorad 50mmo maxitool,3.850,7.000,3.150
20562,1644,candado dorad 50mmo maxitool,7.700,13.000,5.300
23330,1644,candado dorad 50mmo maxitool,3.850,7.000,3.150
23235,1645,candado dorado proval 40mm,3.300,5.500,2.200
20467,1645,candado dorado proval 40mm,3.300,5.500,2.200
21116,1645,candado dorado proval 40mm,3.300,5.500,2.200
19346,1646,regulador gas taiwan con medidor,9.000,14.000,5.000
25676,1646,regulador gas taiwan con medidor,10.500,15.000,4.500
29329,1646,regulador gas taiwan con medidor,10.500,15.000,4.500
21027,1647,acople rapido compresor de 1/4,10.200,14.000,3.800
22652,1647,acople rapido compresor de 1/4,10.200,14.000,3.800
26781,1647,acople rapido compresor de 1/4,30.600,42.000,11.400
24919,1648,pomo universal urano indugricol,2.800,4.000,1.200
23632,1648,pomo universal urano indugricol,2.800,4.000,1.200
29287,1648,pomo universal urano indugricol,2.800,3.500,700
22505,1649,bombillo recargable 12 w bengala,21.800,26.000,4.200
23398,1649,bombillo recargable 12 w bengala,21.800,26.000,4.200
23333,1649,bombillo recargable 12 w bengala,21.800,26.000,4.200
27583,1651,sensor de movimiento osblack,17.500,23.000,5.500
23824,1651,sensor de movimiento osblack,35.000,46.000,11.000
30864,1651,sensor de movimiento osblack,17.500,23.000,5.500
28894,1652,cuchilla caladora de 5 wei tao,5.500,7.000,1.500
30368,1652,cuchilla caladora de 5 wei tao,5.500,7.000,1.500
20007,1652,cuchilla caladora de 5 wei tao,5.500,7.000,1.500
25917,1652,cuchilla caladora de 5 wei tao,5.500,7.000,1.500
23253,1652,cuchilla caladora de 5 wei tao,5.500,7.000,1.500
22455,1652,cuchilla caladora de 5 wei tao,5.500,7.000,1.500
28672,1654,vinilo tipo1 palo de rosa terinsa gal,0,58.000,58.000
23126,1655,cable alambre nexan-proicables #10 verde *100m,267.500,285.000,17.500
22057,1656,tapa levinton blanca -beige,520,1.800,1.280
22966,1656,tapa levinton blanca -beige,260,900,640
24380,1656,tapa levinton blanca -beige,260,900,640
28667,1656,tapa levinton blanca -beige,260,900,640
28557,1656,tapa levinton blanca -beige,260,900,640
28487,1656,tapa levinton blanca -beige,260,900,640
28764,1656,tapa levinton blanca -beige,260,900,640
28989,1656,tapa levinton blanca -beige,260,900,640
30639,1656,tapa levinton blanca -beige,260,900,640
30393,1656,tapa levinton blanca -beige,260,900,640
25113,1656,tapa levinton blanca -beige,260,900,640
26339,1656,tapa levinton blanca -beige,3.902,13.500,9.598
19881,1656,tapa levinton blanca -beige,520,1.800,1.280
19463,1657,rodillo superior anti salpique 9 pulg,6.935,8.500,1.565
21750,1659,accesorios para baño rioplast*6,35.112,45.000,9.888
23483,1659,accesorios para baño rioplast*6,70.224,90.000,19.776
23524,1659,accesorios para baño rioplast*6,70.224,90.000,19.776
20998,1659,accesorios para baño rioplast*6,35.112,44.000,8.888
20841,1659,accesorios para baño rioplast*6,35.112,45.000,9.888
27930,1660,lija tela flexible norton 12pulg-30cm #120mt,31.280.050,9.500,-31.270.550
27932,1660,lija tela flexible norton 12pulg-30cm #120mt,312.801,7.500,-305.301
28592,1660,lija tela flexible norton 12pulg-30cm #120mt,250.240,7.600,-242.640
26237,1660,lija tela flexible norton 12pulg-30cm #120mt,312.801,9.500,-303.301
26954,1660,lija tela flexible norton 12pulg-30cm #120mt,125.120,3.000,-122.120
22279,1661,protector grada dorado alumina 6 mtrs,116.728,129.000,12.272
19723,1661,protector grada dorado alumina 6 mtrs,0,39.000,39.000
26441,1662,pegatanke turbo gris,7.734,10.000,2.266
24417,1662,pegatanke turbo gris,7.734,10.000,2.266
23822,1662,pegatanke turbo gris,7.734,10.000,2.266
24087,1662,pegatanke turbo gris,7.734,10.000,2.266
26678,1663,pegatanke negro turbo,7.734,10.000,2.266
25448,1663,pegatanke negro turbo,7.734,10.000,2.266
27558,1663,pegatanke negro turbo,7.734,10.000,2.266
19800,1664,estuco listo del sur *10 k,10.000,13.000,3.000
21578,1665,pala herragro # 4 redonda  6056,16.606,20.000,3.394
30082,1665,pala herragro # 4 redonda  6056,33.212,40.000,6.788
22614,1666,estuco mastic acrilico int ext 15 kilos,39.360,48.000,8.640
29054,1667,bombillo led 20w,6.800,12.000,5.200
30850,1667,bombillo led 20w,6.800,12.000,5.200
27307,1667,bombillo led 20w,27.201,52.000,24.799
27011,1667,bombillo led 20w,20.401,33.000,12.599
25732,1667,bombillo led 20w,6.800,12.000,5.200
25676,1667,bombillo led 20w,6.800,12.000,5.200
24907,1667,bombillo led 20w,40.802,72.000,31.198
23329,1667,bombillo led 20w,6.800,12.000,5.200
23420,1667,bombillo led 20w,6.800,12.000,5.200
24136,1667,bombillo led 20w,13.601,22.000,8.399
24708,1667,bombillo led 20w,13.601,24.000,10.399
23705,1667,bombillo led 20w,13.601,24.000,10.399
21704,1667,bombillo led 20w,68.003,110.000,41.997
21375,1667,bombillo led 20w,20.401,36.000,15.599
21315,1667,bombillo led 20w,6.800,12.000,5.200
19778,1667,bombillo led 20w,6.800,12.000,5.200
19500,1667,bombillo led 20w,6.800,12.000,5.200
19331,1667,bombillo led 20w,6.800,12.000,5.200
19346,1667,bombillo led 20w,27.201,48.000,20.799
21027,1669,cincel herragro 1/2 10pulg,6.675,9.000,2.325
23818,1669,cincel herragro 1/2 10pulg,6.675,9.000,2.325
24457,1669,cincel herragro 1/2 10pulg,6.675,9.000,2.325
24626,1669,cincel herragro 1/2 10pulg,6.675,9.000,2.325
29875,1670,broca concreto incolma larga 3/8 mamposteria,18.595,22.000,3.405
22077,1672,mineral bayers azul,4.350,7.500,3.150
22077,1672,mineral bayers azul,10.150,17.500,7.350
29902,1672,mineral bayers azul,5.968,10.000,4.032
29581,1672,mineral bayers azul,1.492,2.500,1.008
27242,1672,mineral bayers azul,1.492,2.500,1.008
29493,1674,vinilo tipo 2 vinilux amarillo gal ico,31.734,40.000,8.266
30361,1675,vinilo tipo 2 vinilux blanco almendra gal ico,68.627,80.000,11.373
28633,1675,vinilo tipo 2 vinilux blanco almendra gal ico,32.598,40.000,7.402
29060,1675,vinilo tipo 2 vinilux blanco almendra gal ico,68.627,80.000,11.373
25728,1676,vinilo tipo 2 vinilux verde primaveral gal ico,34.314,38.000,3.686
24726,1676,vinilo tipo 2 vinilux verde primaveral gal ico,31.734,38.000,6.266
22906,1677,chapeta espejo manito,600,1.800,1.200
22341,1677,chapeta espejo manito,400,1.200,800
23051,1677,chapeta espejo manito,1.600,4.800,3.200
23238,1677,chapeta espejo manito,700,2.100,1.400
26155,1677,chapeta espejo manito,600,1.800,1.200
26173,1677,chapeta espejo manito,10.000,25.000,15.000
27707,1677,chapeta espejo manito,600,1.800,1.200
26788,1677,chapeta espejo manito,100,300,200
19396,1677,chapeta espejo manito,600,1.800,1.200
20822,1678,caja plastica externa 2*4 jg,23.261,38.500,15.239
21577,1678,caja plastica externa 2*4 jg,2.115,3.500,1.385
23240,1678,caja plastica externa 2*4 jg,2.115,3.500,1.385
24380,1678,caja plastica externa 2*4 jg,2.115,3.500,1.385
22560,1678,caja plastica externa 2*4 jg,2.115,3.500,1.385
23675,1678,caja plastica externa 2*4 jg,10.573,17.500,6.927
25167,1678,caja plastica externa 2*4 jg,4.229,7.000,2.771
26153,1678,caja plastica externa 2*4 jg,2.115,3.500,1.385
28810,1678,caja plastica externa 2*4 jg,2.166,3.500,1.334
28487,1678,caja plastica externa 2*4 jg,2.166,3.500,1.334
29925,1678,caja plastica externa 2*4 jg,8.663,14.000,5.337
29471,1679,malla zaranda metalica 8*8*0.9 agrotek metro,9.400,11.500,2.100
29075,1679,malla zaranda metalica 8*8*0.9 agrotek metro,4.700,5.500,800
29014,1679,malla zaranda metalica 8*8*0.9 agrotek metro,9.400,11.500,2.100
29014,1679,malla zaranda metalica 8*8*0.9 agrotek metro,65.800,80.500,14.700
20680,1679,malla zaranda metalica 8*8*0.9 agrotek metro,28.394,16.500,-11.894
20987,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
19880,1679,malla zaranda metalica 8*8*0.9 agrotek metro,8.354,11.000,2.646
20022,1679,malla zaranda metalica 8*8*0.9 agrotek metro,8.354,11.000,2.646
20146,1679,malla zaranda metalica 8*8*0.9 agrotek metro,8.354,6.000,-2.354
20386,1679,malla zaranda metalica 8*8*0.9 agrotek metro,56.788,33.000,-23.788
