No. Doc,Código,Detalle,Costo,Venta,Utilidad
26159,1679,malla zaranda metalica 8*8*0.9 agrotek metro,75.717,44.000,-31.717
25932,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
26140,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,6.000,-12.929
26146,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
25969,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
26384,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,6.000,-12.929
26885,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
27758,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
25593,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
25308,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
27239,1679,malla zaranda metalica 8*8*0.9 agrotek metro,37.859,22.000,-15.859
23083,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
21898,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,6.000,-12.929
24583,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,11.000,-7.929
24040,1679,malla zaranda metalica 8*8*0.9 agrotek metro,18.929,6.000,-12.929
23950,1680,pala agrotek redonda #4,52.500,72.000,19.500
23575,1680,pala agrotek redonda #4,13.125,18.000,4.875
25802,1680,pala agrotek redonda #4,13.125,18.000,4.875
20155,1680,pala agrotek redonda #4,26.250,34.000,7.750
20156,1680,pala agrotek redonda #4,26.250,34.000,7.750
28542,1682,guardaescoba wenge-sapelli dalamo 2.4m,28.365,34.000,5.635
30491,1682,guardaescoba wenge-sapelli dalamo 2.4m,42.547,51.000,8.453
21139,1682,guardaescoba wenge-sapelli dalamo 2.4m,56.730,68.000,11.270
24154,1683,acolillador 20*20,5.500,7.500,2.000
24011,1683,acolillador 20*20,5.500,8.000,2.500
21858,1683,acolillador 20*20,5.500,7.500,2.000
30476,1683,acolillador 20*20,5.500,7.500,2.000
28125,1683,acolillador 20*20,5.500,8.000,2.500
20714,1684,resistencia estufa haceb,48.038,56.000,7.962
20555,1684,resistencia estufa haceb,24.019,28.000,3.981
20092,1684,resistencia estufa haceb,24.019,28.000,3.981
26178,1685,acople rapido completo manguera jardin pcp,15.054,19.000,3.947
20426,1686,valvula bola gas 1/2 helbert,17.061,20.500,3.439
20364,1686,valvula bola gas 1/2 helbert,17.061,20.500,3.439
20109,1688,boquilla aspersor manguera 1/2 pcp,1.802,2.200,398
20038,1688,boquilla aspersor manguera 1/2 pcp,1.802,2.200,398
21055,1689,destornillador estrella 1/4 6 pulg corneta,6.242,8.500,2.258
21498,1689,destornillador estrella 1/4 6 pulg corneta,6.242,8.500,2.258
29380,1689,destornillador estrella 1/4 6 pulg corneta,6.242,8.500,2.258
27453,1690,chapa yale 107 izquierda,90.736,99.000,8.264
24763,1690,chapa yale 107 izquierda,90.736,96.000,5.264
23877,1691,chapa yale 107 derecha,81.538,94.000,12.462
27453,1691,chapa yale 107 derecha,90.736,99.000,8.264
29435,1692,tor goloso 6*3/4pulg,598,1.300,702
29608,1692,tor goloso 6*3/4pulg,138,600,462
28166,1692,tor goloso 6*3/4pulg,138,600,462
28023,1693,acople sanitario pcp 40cm,5.165,8.000,2.835
19986,1693,acople sanitario pcp 40cm,2.582,4.000,1.418
19963,1693,acople sanitario pcp 40cm,2.582,4.000,1.418
19474,1693,acople sanitario pcp 40cm,2.582,4.000,1.418
19442,1693,acople sanitario pcp 40cm,5.165,8.000,2.835
26853,1693,acople sanitario pcp 40cm,5.165,8.000,2.835
25385,1693,acople sanitario pcp 40cm,5.165,8.000,2.835
21961,1693,acople sanitario pcp 40cm,2.582,4.000,1.418
21752,1693,acople sanitario pcp 40cm,2.582,4.000,1.418
24142,1693,acople sanitario pcp 40cm,2.582,4.000,1.418
23496,1695,inserto tubo manguera 1/2,1.942,2.800,858
19928,1695,inserto tubo manguera 1/2,971,1.400,429
21097,1698,codo sifon con registro celta 2pulg,6.936,8.500,1.564
20176,1698,codo sifon con registro celta 2pulg,6.936,8.500,1.564
21612,1698,codo sifon con registro celta 2pulg,6.936,8.500,1.564
21696,1699,llana lisa herragro,16.960,21.000,4.040
19627,1699,llana lisa herragro,16.960,21.500,4.540
22258,1699,llana lisa herragro,16.960,21.500,4.540
21175,1702,perro para cable 3/8,1.191,1.800,609
27853,1702,perro para cable 3/8,14.292,21.600,7.308
29511,1702,perro para cable 3/8,2.382,3.600,1.218
22418,1702,perro para cable 3/8,9.528,14.400,4.872
24150,1704,cancamo escuadra 1-1/8  dorado,1.365,3.600,2.235
29877,1704,cancamo escuadra 1-1/8  dorado,1.706,4.200,2.494
28789,1704,cancamo escuadra 1-1/8  dorado,455,1.200,745
25042,1704,cancamo escuadra 1-1/8  dorado,682,1.800,1.118
24861,1704,cancamo escuadra 1-1/8  dorado,455,1.200,745
25070,1704,cancamo escuadra 1-1/8  dorado,227,600,373
23692,1705,cinta empaque 48mm*200m tessa,11.921,12.000,79
23573,1706,valvulapozuelo plastica 2pulg celta,1.270,3.000,1.730
23194,1706,valvulapozuelo plastica 2pulg celta,1.270,3.000,1.730
23364,1706,valvulapozuelo plastica 2pulg celta,1.270,3.000,1.730
25560,1706,valvulapozuelo plastica 2pulg celta,1.270,3.000,1.730
25788,1706,valvulapozuelo plastica 2pulg celta,1.270,3.000,1.730
21250,1706,valvulapozuelo plastica 2pulg celta,1.270,3.000,1.730
27210,1707,niple plastico 1/2 celta,642,1.000,358
27215,1707,niple plastico 1/2 celta,642,1.000,358
24574,1707,niple plastico 1/2 celta,642,1.000,358
24803,1708,angulo esquinero liso 2.4m,2.791,3.500,709
24802,1708,angulo esquinero liso 2.4m,8.373,10.500,2.127
23292,1708,angulo esquinero liso 2.4m,22.329,28.000,5.671
23036,1708,angulo esquinero liso 2.4m,8.373,10.500,2.127
22875,1708,angulo esquinero liso 2.4m,19.538,24.500,4.962
25776,1708,angulo esquinero liso 2.4m,2.791,3.500,709
25203,1708,angulo esquinero liso 2.4m,13.956,17.500,3.544
29413,1708,angulo esquinero plastico liso 2.4m,13.956,20.000,6.044
30648,1708,angulo esquinero plastico liso 2.4m,27.912,40.000,12.089
30979,1708,angulo esquinero plastico liso 2.4m,11.165,16.000,4.835
30868,1708,angulo esquinero plastico liso 2.4m,8.373,12.000,3.627
25176,1710,tapaoidos hopex,1.382,2.500,1.118
23831,1711,zimbra hopex 30 mtrs con tiza 500 gr,12.802,19.500,6.698
27165,1713,machete herragro 18 pulg niquel,15.544,19.000,3.456
19346,1713,machete herragro 18 pulg niquel,31.088,38.000,6.912
23552,1714,acople rapido hopex 5 piezas,14.875,24.000,9.125
27008,1714,acople rapido hopex 5 piezas,14.875,24.000,9.125
31075,1715,maza herragro 2k-4libras,56.680,68.000,11.320
23818,1715,maza herragro 2k-4libras,28.340,34.000,5.660
22734,1716,maza herragro 1.5kg-3libras,24.182,30.000,5.818
24722,1716,maza herragro 1.5kg-3libras,24.182,30.000,5.818
29331,1716,maza herragro 1.5kg-3libras,24.182,30.000,5.818
29859,1716,maza herragro 1.5kg-3libras,24.182,28.000,3.818
25770,1718,broca mamposteria 1/2*4 negra,4.621,8.000,3.379
26028,1718,broca mamposteria 1/2*4 negra,4.621,8.000,3.379
19545,1718,broca mamposteria 1/2*4 negra,4.621,8.000,3.379
19884,1718,broca mamposteria 1/2*4 negra,4.621,8.000,3.379
27298,1719,broca manposteria 1/2*12  negra,7.324,18.000,10.676
27399,1719,broca manposteria 1/2*12  negra,7.324,18.000,10.676
26929,1719,broca manposteria 1/2*12  negra,7.324,18.000,10.676
24489,1719,broca manposteria 1/2*12  negra,7.324,18.000,10.676
20825,1719,broca manposteria 1/2*12  negra,7.324,18.000,10.676
27927,1720,vinilo tipo 1 super negro gal pintuland,53.907,66.000,12.093
21668,1722,esmalte negro mate 1/32,3.646,5.000,1.354
26371,1722,esmalte negro mate 1/32,3.646,4.500,854
27785,1724,esmalte caoba 1/32,3.646,5.000,1.354
21620,1724,esmalte caoba 1/32,3.646,5.000,1.354
22226,1724,esmalte caoba 1/32,3.646,5.000,1.354
24116,1724,esmalte caoba 1/32,3.646,5.000,1.354
22793,1725,esmalte gris plata 1/32,7.292,10.000,2.708
23783,1726,juego llaves exagonal hopex 1/16 1/4 8 piezas,5.720,10.000,4.280
28462,1726,juego llaves exagonal hopex 1/16 1/4 8 piezas,5.720,10.000,4.280
29375,1726,juego llaves exagonal hopex 1/16 1/4 8 piezas,5.720,10.000,4.280
20808,1726,juego llaves exagonal hopex 1/16 1/4 8 piezas,5.720,10.000,4.280
24784,1727,disco diamantado continuo hopex 9 pulg,52.314,78.000,25.686
21531,1728,disco diamantado turbo 7 pulg,20.202,30.000,9.798
21533,1728,disco diamantado turbo 7 pulg,20.202,30.000,9.798
30894,1728,disco diamantado turbo 7 pulg,20.202,30.000,9.798
30407,1728,disco diamantado turbo 7 pulg,20.202,30.000,9.798
26101,1728,disco diamantado turbo 7 pulg,20.202,30.000,9.798
25177,1729,acople inoxidable lavabo coflex ela960,37.600,45.000,7.400
22841,1729,acople inoxidable lavabo coflex ela960,18.800,22.500,3.700
28504,1731,decametro 20m hunter pinpinov,7.651,10.000,2.349
21510,1732,chapa mueble drawer,1.587,2.500,913
19354,1732,chapa mueble drawer,1.587,2.500,913
20439,1733,broca madera barracuda 1/4*13 pul guadua,7.273,10.000,2.727
23878,1733,broca madera barracuda 1/4*13 pul guadua,7.273,10.000,2.727
22657,1734,broca barracuda 5/16*13 pulg guadua,7.424,10.000,2.576
25920,1734,broca barracuda 5/16*13 pulg guadua,7.424,10.000,2.576
27824,1735,destornillador pretul estrella 1/4*4pulg,5.171,6.800,1.629
27290,1735,destornillador pretul estrella 1/4*4pulg,5.171,6.800,1.629
27192,1735,destornillador pretul estrella 1/4*4pulg,5.171,6.800,1.629
20207,1735,destornillador pretul estrella 1/4*4pulg,3.851,6.000,2.149
20242,1735,destornillador pretul estrella 1/4*4pulg,3.851,6.000,2.149
28487,1735,destornillador pretul estrella 1/4*4pulg,5.171,6.800,1.629
23177,1738,escuadra truper carpintero ec 10,17.371,20.000,2.629
22832,1739,probador de corriente alterna 19c truper,2.424,3.500,1.076
24212,1739,probador de corriente alterna 19c truper,2.424,3.500,1.076
30903,1739,probador de corriente alterna 19c truper,2.424,3.500,1.076
20638,1739,probador de corriente alterna 19c truper,2.424,3.500,1.076
20749,1739,probador de corriente alterna 19c truper,2.424,3.500,1.076
20152,1739,probador de corriente alterna 19c truper,2.424,3.500,1.076
19521,1739,probador de corriente alterna 19c truper,2.424,3.500,1.076
19445,1740,brocha corneta 4 pulg,10.122,13.000,2.878
19351,1740,brocha corneta 4 pulg,5.061,6.500,1.439
19949,1740,brocha corneta 4 pulg,5.061,6.500,1.439
27128,1741,llana lisa truper madera 11*5 pulg,14.973,18.500,3.527
27521,1741,llana lisa truper madera 11*5 pulg,14.973,18.500,3.527
21720,1741,llana lisa truper madera 11*5 pulg,14.973,18.000,3.027
21697,1742,juego de broca sierra pretul 5 piezas,11.053,15.000,3.947
19905,1742,juego de broca sierra pretul 5 piezas,11.053,15.000,3.947
20284,1742,juego de broca sierra pretul 5 piezas,11.053,15.000,3.947
24197,1742,juego de broca sierra pretul 5 piezas,11.053,15.000,3.947
24679,1742,juego de broca sierra pretul 5 piezas,11.053,15.000,3.947
23247,1742,juego de broca sierra pretul 5 piezas,11.053,15.000,3.947
26240,1742,juego de broca sierra pretul 5 piezas,11.053,15.000,3.947
26944,1742,juego de broca sierra pretul 5 piezas,11.053,15.000,3.947
24716,1743,grifo jardin 1/2 pretul,9.075,11.000,1.925
30859,1743,grifo jardin 1/2 pretul,9.075,11.000,1.925
30771,1743,grifo jardin 1/2 pretul,9.075,11.000,1.925
29566,1743,grifo jardin 1/2 pretul,9.075,11.000,1.925
30418,1743,grifo jardin 1/2 pretul,9.075,11.000,1.925
27886,1744,nivel forte 24 pulg,16.670,22.000,5.330
30849,1745,llana pañete 22*10,8.758,12.000,3.242
21653,1745,llana pañete 22*10,6.067,7.500,1.433
20969,1746,repuesto bisturi trapezoide *10u,3.674,4.800,1.126
24144,1746,repuesto bisturi trapezoide *10u,3.674,4.800,1.126
24294,1747,acople rapido manguera forte,3.837,4.000,163
30086,1747,acople rapido manguera forte,3.912,5.000,1.088
28479,1747,acople rapido manguera forte,3.912,5.000,1.088
28383,1747,acople rapido manguera forte,3.912,5.000,1.088
29505,1747,acople rapido manguera forte,3.912,5.000,1.088
29538,1747,acople rapido manguera forte,3.912,5.000,1.088
26701,1747,acople rapido manguera forte,3.912,5.000,1.088
27152,1747,acople rapido manguera forte,7.825,10.000,2.175
27064,1748,grapa grapadora 5/16 7-93mm forte,13.996,16.500,2.504
26880,1748,grapa grapadora 5/16 7-93mm forte,9.330,11.000,1.670
26697,1748,grapa grapadora 5/16 7-93mm forte,4.665,6.000,1.335
20256,1748,grapa grapadora 5/16 7-93mm forte,4.665,6.000,1.335
28031,1749,nivel torpedo stanley 9pul,39.889,46.000,6.111
30286,1750,impaestuco impadoc exterior 25k,95.000,104.000,9.000
30400,1750,impaestuco impadoc exterior 25k,47.500,52.000,4.500
24083,1750,impaestuco impadoc exterior 25k,46.100,49.000,2.900
23187,1750,impaestuco impadoc exterior 25k,46.100,49.000,2.900
25049,1750,impaestuco impadoc exterior 25k,98.000,106.000,8.000
25263,1750,impaestuco impadoc exterior 25k,49.000,53.000,4.000
21670,1752,rodaja cortabaldosa ktool 16mm,0,4.500,4.500
21076,1752,rodaja cortabaldosa ktool 16mm,0,4.500,4.500
21172,1752,rodaja cortabaldosa ktool 16mm,0,4.500,4.500
30154,1752,rodaja cortabaldosa ktool 16mm,2.800,4.500,1.700
28325,1752,rodaja cortabaldosa ktool 16mm,2.800,4.500,1.700
27828,1752,rodaja cortabaldosa ktool 16mm,2.800,4.500,1.700
24052,1752,rodaja cortabaldosa ktool 16mm,2.800,4.500,1.700
23007,1752,rodaja cortabaldosa ktool 16mm,2.800,4.500,1.700
22373,1752,rodaja cortabaldosa ktool 16mm,2.800,4.500,1.700
23166,1753,rodaja cortabaldosa ktool22mm,8.000,12.000,4.000
24816,1753,rodaja cortabaldosa ktool22mm,4.000,6.000,2.000
21076,1753,rodaja cortabaldosa ktool22mm,3.650,6.000,2.350
20317,1753,rodaja cortabaldosa ktool22mm,3.650,6.000,2.350
21483,1753,rodaja cortabaldosa ktool22mm,3.650,6.000,2.350
21629,1753,rodaja cortabaldosa ktool22mm,3.650,6.000,2.350
25555,1753,rodaja cortabaldosa ktool22mm,4.000,6.000,2.000
25555,1753,rodaja cortabaldosa ktool22mm,4.000,6.000,2.000
25248,1753,rodaja cortabaldosa ktool22mm,4.000,6.000,2.000
29477,1753,rodaja cortabaldosa ktool22mm,4.000,6.000,2.000
28574,1755,broca concreto harbor eco blanca 1/4,950,2.000,1.050
29087,1755,broca concreto harbor eco blanca 1/4,950,2.000,1.050
29862,1755,broca concreto harbor eco blanca 1/4,950,2.000,1.050
30445,1755,broca concreto harbor eco blanca 1/4,950,2.000,1.050
24635,1755,broca concreto harbor eco blanca 1/4,950,2.000,1.050
23227,1755,broca muro harbor eco blanca 1/4,950,2.000,1.050
21608,1755,broca muro harbor eco blanca 1/4,950,2.000,1.050
21081,1755,broca muro harbor eco blanca 1/4,950,2.000,1.050
21301,1755,broca muro harbor eco blanca 1/4,950,2.000,1.050
20315,1755,broca muro eco blanca 1/4,950,2.000,1.050
20315,1756,broca muro eco 5/16,1.200,3.000,1.800
19538,1756,broca muro eco 5/16,1.200,3.000,1.800
19376,1756,broca muro eco 5/16,1.200,3.000,1.800
19725,1756,broca muro eco 5/16,1.200,3.000,1.800
30254,1756,broca concreto eco 5/16,1.200,3.000,1.800
24134,1756,broca concreto eco 5/16,1.200,3.000,1.800
22901,1756,broca muro eco 5/16,1.200,3.000,1.800
22623,1756,broca muro eco 5/16,1.200,3.000,1.800
25948,1756,broca concreto eco 5/16,1.200,3.000,1.800
26568,1757,pin canastilla grival lavaplatos,4.954,6.800,1.846
23631,1757,pin canastilla grival lavaplatos,4.954,6.000,1.046
29774,1757,pin canastilla grival lavaplatos,4.954,6.800,1.846
29748,1758,brocha caribe 2 pulg,2.691,3.200,509
27926,1758,brocha caribe 2 pulg,2.691,3.200,509
28184,1758,brocha caribe 2 pulg,5.381,6.400,1.019
21569,1758,brocha caribe 2 pulg,2.691,3.200,509
24661,1758,brocha caribe 2 pulg,2.691,3.200,509
21955,1758,brocha caribe 2 pulg,2.691,3.200,509
19613,1759,limpiador union 1/64,1.000,1.800,800
19929,1759,limpiador union 1/64,1.000,1.800,800
19905,1759,limpiador union 1/64,1.000,1.800,800
21013,1759,limpiador union 1/64,1.000,1.800,800
20600,1759,limpiador union 1/64,1.000,1.800,800
20624,1760,chapa pomo FEH alcoba,14.800,14.500,-300
20510,1760,chapa pomo FEH alcoba,14.800,14.500,-300
20372,1760,chapa pomo FEH alcoba,14.800,14.500,-300
21080,1760,chapa pomo FEH alcoba,14.800,14.500,-300
23310,1760,chapa pomo FEH alcoba,118.400,124.000,5.600
22406,1760,chapa pomo FEH alcoba,14.800,14.500,-300
22524,1760,chapa pomo FEH alcoba,14.800,14.500,-300
22495,1760,chapa pomo FEH alcoba,14.800,14.500,-300
24684,1760,chapa pomo FEH alcoba,29.600,32.000,2.400
22577,1760,chapa pomo FEH alcoba,14.800,14.500,-300
29607,1760,chapa pomo FEH alcoba,14.800,18.000,3.200
26116,1760,chapa pomo FEH alcoba,14.800,17.000,2.200
27211,1760,chapa pomo FEH alcoba,14.800,18.000,3.200
27817,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
26767,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
25362,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
25542,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
22988,1761,soldadura MG pvc 1/32,8.700,12.000,3.300
23342,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
22103,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
24657,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
21589,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
19638,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
19858,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
19900,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
28701,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
30347,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
29180,1761,soldadura MG pvc 1/32,4.350,6.000,1.650
29180,1762,soldadura MG pvc 1/64,2.600,3.500,900
27859,1762,soldadura MG pvc 1/64,2.600,3.300,700
24367,1762,soldadura MG pvc 1/64,2.600,3.500,900
23975,1762,soldadura MG pvc 1/64,2.600,3.500,900
25379,1762,soldadura MG pvc 1/64,2.600,3.500,900
27010,1762,soldadura MG pvc 1/64,15.600,19.800,4.200
26934,1762,soldadura MG pvc 1/64,2.600,3.500,900
26027,1762,soldadura MG pvc 1/64,2.600,3.500,900
26463,1762,soldadura MG pvc 1/64,2.600,3.500,900
26280,1762,soldadura MG pvc 1/64,2.600,3.500,900
20600,1762,soldadura MG pvc 1/64,2.600,3.500,900
21157,1762,soldadura MG pvc 1/64,2.600,3.500,900
19364,1763,cinta enmascar 18*20 super msk,1.913,2.500,587
20216,1763,cinta enmascar 18*20 super msk,1.913,2.500,587
24066,1763,cinta enmascar 18*20 super msk,1.913,2.500,587
25111,1763,cinta enmascar 18*20 super msk,1.913,2.500,587
26154,1763,cinta enmascar 18*20 super msk,1.913,2.500,587
26716,1763,cinta enmascar 18*20 super msk,1.913,2.500,587
27178,1764,cinta enmascar 18*40 super mask,2.751,3.500,749
21544,1766,cinta tapagoteras 10*5 mtrs alumband 4017,13.205,19.000,5.795
21509,1766,cinta tapagoteras 10*5 mtrs alumband 4017,13.205,19.000,5.795
30966,1766,cinta asfaltica multiseal 10*5 mtrs alumband 4017,14.632,19.000,4.368
24216,1766,cinta asfaltica multiseal 10*5 mtrs alumband 4017,14.632,19.000,4.368
23370,1766,cinta asfaltica multiseal 10*5 mtrs alumband 4017,14.632,19.000,4.368
23155,1766,cinta asfaltica multiseal 10*5 mtrs alumband 4017,14.632,19.000,4.368
23665,1766,cinta asfaltica multiseal 10*5 mtrs alumband 4017,14.632,19.000,4.368
22890,1766,cinta asfaltica multiseal 10*5 mtrs alumband 4017,14.632,19.000,4.368
24787,1766,cinta asfaltica multiseal 10*5 mtrs alumband 4017,14.632,19.000,4.368
22235,1766,cinta asfaltica multiseal 10*5 mtrs alumband 4017,13.205,19.000,5.795
23918,1767,sikasil iA gris 280 ml,9.442,12.500,3.058
21553,1767,sikasil iA gris 280 ml,9.442,12.500,3.058
21555,1767,sikasil iA gris 280 ml,9.442,12.500,3.058
20262,1767,sikasil iA gris 280 ml,9.442,12.000,2.558
